"dataset","model_id","condition","n","correct","wrong","idk","unparseable_count","AA","coverage","HR","unparseable","abstention_rate"
"truthfulqa_mc1","mistral-7b","grounded_mc_mean060","817","691","72","54","0","0.9056356487549148","0.9339045287637698","0.08812729498164015","0.0","0.06609547123623011"
"truthfulqa_mc1","mistral-7b","grounded_mc_mean070","817","690","71","56","0","0.9067017082785808","0.9314565483476133","0.08690330477356181","0.0","0.06854345165238677"
"truthfulqa_mc1","mistral-7b","grounded_mc_mean080","817","690","70","57","0","0.9078947368421053","0.9302325581395349","0.08567931456548347","0.0","0.06976744186046512"
"truthfulqa_mc1","mistral-7b","grounded_mc_mean090","817","677","70","70","0","0.9062918340026773","0.9143206854345165","0.08567931456548347","0.0","0.08567931456548347"
"truthfulqa_mc1","gpt5_5","grounded_mc_mean050","817","696","73","48","0","0.9050715214564369","0.9412484700122399","0.08935128518971848","0.0","0.0587515299877601"
"truthfulqa_mc1","gpt5_5","grounded_mc_mean060","817","694","73","50","0","0.9048239895697523","0.9388004895960832","0.08935128518971848","0.0","0.06119951040391677"
"truthfulqa_mc1","gpt5_5","grounded_mc_mean070","817","693","73","51","0","0.9046997389033943","0.9375764993880049","0.08935128518971848","0.0","0.06242350061199511"
"truthfulqa_mc1","gpt5_5","grounded_mc_mean080","817","692","72","53","0","0.9057591623036649","0.9351285189718482","0.08812729498164015","0.0","0.06487148102815178"
"truthfulqa_mc1","gpt5_5","grounded_mc_mean090","817","680","71","66","0","0.9054593874833555","0.9192166462668299","0.08690330477356181","0.0","0.08078335373317014"
"truthfulqa_mc1","claude5_sonnet","grounded_mc_mean050","817","689","73","55","0","0.9041994750656168","0.9326805385556916","0.08935128518971848","0.0","0.06731946144430845"
"truthfulqa_mc1","claude5_sonnet","grounded_mc_mean060","817","688","72","57","0","0.9052631578947369","0.9302325581395349","0.08812729498164015","0.0","0.06976744186046512"
"truthfulqa_mc1","claude5_sonnet","grounded_mc_mean070","817","688","72","57","0","0.9052631578947369","0.9302325581395349","0.08812729498164015","0.0","0.06976744186046512"
"truthfulqa_mc1","claude5_sonnet","grounded_mc_mean080","817","686","73","58","0","0.9038208168642952","0.9290085679314566","0.08935128518971848","0.0","0.07099143206854346"
"truthfulqa_mc1","claude5_sonnet","grounded_mc_mean090","817","679","71","67","0","0.9053333333333333","0.9179926560587516","0.08690330477356181","0.0","0.08200734394124846"
"truthfulqa_mc1","deepseek-flash","grounded_mc_mean050","817","685","106","26","0","0.865992414664981","0.9681762545899633","0.12974296205630356","0.0","0.03182374541003672"
"truthfulqa_mc1","deepseek-flash","grounded_mc_mean060","817","686","105","26","0","0.8672566371681416","0.9681762545899633","0.12851897184822522","0.0","0.03182374541003672"
"truthfulqa_mc1","deepseek-flash","grounded_mc_mean070","817","687","103","27","0","0.8696202531645569","0.966952264381885","0.12607099143206854","0.0","0.033047735618115054"
"truthfulqa_mc1","deepseek-flash","grounded_mc_mean080","817","667","90","60","0","0.8811096433289299","0.9265605875152999","0.11015911872705018","0.0","0.07343941248470012"
"truthfulqa_mc1","deepseek-flash","grounded_mc_mean090","817","556","65","196","0","0.895330112721417","0.7600979192166463","0.0795593635250918","0.0","0.23990208078335373"
